Install Date,Unit Number,Marina Name,Seabin Address,City,State,Seabin Country,Latitude N/S,Longitude E/W
17/7/2017,1,Port Adriano,"Urbanizaci�n El Toro, s/n, (07180) Port Adriano calvia, Mallorca",El Toro,Balearic Islands,Spain,39.490472,2.478028
,1,"Real Club Nautico, Palma","Muelle de Sant Pere, 1, 07012 Palma, Illes Balears, Spain",Illes Balears,Palma,Spain,39.5677127,2.6361836
5/1/2019,1,Norra Hamnen Helsingborg,Parapeten 6 252 67 HELSINGBORG Sweden 252 67 HELSINGBORG Sweden 252 67 HELSINGBORG Sweden,Helsingborg,Sk�ne,Sweden,56.050418,12.684804
1/8/2018,1,"Klara M�larstrand, Ferry Wharf","Klara M�larstrand, Ferry Wharf 111 52 Stockholm, Sweden",Riddarfj�rden,Stockholm,Sweden,59.327837,18.057659
5/7/2018,1,My Cofiltration AB,"Laholmsbukten, Sweden",Laholm,Halland County,Sweden,56.515336,12.94121
1/1/2020,1,Lake Zurich (Stadt Zurich),Lake Zurich,Zurich,Canton of Z�rich,Switzerland,47.348833,8.56175
,1,Hafen Am Rheinspitz,"Thal, Switzerland",Thal,Canton of St. Gallen,Switzerland,47.498217,9.559173
12/10/2018,1,BTD Environmental Solutions,"Laem Fa Pha, Phra Samut Chedi District, Samut Prakan, Thailand",Phra Samut Chedi District,Samut Prakan,Thailand,13.532577,100.586664
,1,Wartsila Enpa Dis Tic,"Silivri, İstanbul, Turkey",Silivri,Istanbul Province,Turkey,41.076537,28.238148
1/7/2020,1,"ADNOC Logistics and Services Mussafah Base, Abu Dhabi","Musaffah Industrial Area, Abu Dhabi",Abu Dhabi,Abu Dhabi Emirate,United Arab Emirates,24.331903,54.458228
25/10/2018,1,Stratconn Commercial Broker,stratconn-commercial-broker,Dubai,Dubai,United Arab Emirates,25.100925,55.150753
28/8/2020,1,"Leicester Outdoor Pursuit Centre, River Soar","Loughborough Road,",Leicester,Leicestershire,United Kingdom,52.663402,-1.126327
1/11/2019,1,Whitehaven Marina Ltd,"Marina Office, Bulwark Quay, Whitehaven CA28 7HS, United Kingdom",Whitehaven,Whitehaven,United Kingdom,54.55016,-3.589415
19/4/2019,1,Poole,"Poole, Dorset, UK",Poole,Dorset,United Kingdom,50.734262,-1.996242
15/5/2018,1,Butterfield Group (UK),"Barking, London, UK",Barking,London,United Kingdom,51.507394,0.01992
19/4/2018,1,Brough,"Brough, UK",Brough,Yorkshire and the Humber,United Kingdom,53.722875,-0.582018
13/4/2018,1,Ipswich Suffolk,"Ipswich, United Kingdom",Ipswich,Suffolk,United Kingdom,52.048091,1.160046
,1,Banff Harbour,"8D Quayside, Banff AB45 1HQ, UK",Banff,Aberdeenshire,United Kingdom,57.669742,-2.523019
,1,ABP Port of Ipswich,"5 Wherry Quay, Ipswich IP4 1AS, UK",Ipswich,Suffolk,United Kingdom,52.052625,1.160474
,1,Thames and Kennet Marina,"Reading, UK",Reading,Berkshire,United Kingdom,51.462247,-0.949507
,1,Emsworth Yacht Harbour,"Emsworth, United Kingdom",Emsworth,Hampshire,United Kingdom,50.842596,-0.930771
,1,Hydrock," Southampton, United Kingdom", Southampton,Hampshire,United Kingdom,50.895669,-1.389019
,1,Premier Gosport,"Portsmouth Harbour, United Kingdom",Gosport,Hampshire,United Kingdom,50.796492,-1.11745
,1,Premier Port Solent,"Portsmouth, UK",Portsmouth,Hampshire,United Kingdom,50.843497,-1.102661
,1,Port of Felixstowe,"East coast, near Ipswich, UK",Felixstowe,Suffolk,United Kingdom,51.995524,1.270288
,1, Jersey Marinas,"St Helier, Jersey, UK",Jersey,Saint Helier,United Kingdom,49.181163,-2.110593
,1, Canary Wharf,"Barking, United Kingdom",Barking,London,United Kingdom,51.504687,-0.011716
,1,Quayside Chatham Maritime Marina,"Maidstone, Kent, UK",Maidstone,Kent,United Kingdom,51.403527,0.534607
,1,UKSA Superyacht,"Isle of Wight, UK",Isle of Wight,Hampshire,United Kingdom,50.752812,-1.293588
,1, South Dock Marina,"Barking, United Kingdom",Barking,London,United Kingdom,51.49315,-0.035864
,1,Suffolk Yacht Harbour,"Ipswich, UK",Ipswich,Suffolk,United Kingdom,51.995394,1.268819
,1,Scarborough Harbour,"Scarborough, UK",Scarborough,North Yorkshire,United Kingdom,54.283586,-0.387839
,1,Good Hotel London,"Royal Docks, Barking, United Kingdom",Barking,London,United Kingdom,51.507638,0.019485
,1,Ineos Team Uk,"Portsmouth, UK",Portsmouth,Hampshire,United Kingdom,50.792415,-1.106892
1/8/2020,1,Ala Wai Boat Harbour,"1 Ala Wai Boat Harbor, 1651 Ala Moana Blvd, Honolulu, HI 96815, United States",Honolulu,Hawaii,United States of America,21.284228,-157.840464
1/8/2020,2,Ala Wai Boat Harbor,"2 Ala Wai Boat Harbor, 1651 Ala Moana Blvd, Honolulu, HI 96815, United States",Honolulu,Hawaii,United States of America,21.285742,-157.841517
5/6/2021,1,Hawaii Yacht Club,"1 1739C Ala Moana Blvd, Honolulu, HI 96815",Honolulu,Hawaii,United States of America,21.2862885,-157.8428185
5/6/2021,2,Hawaii Yacht Club,"2 1739C Ala Moana Blvd, Honolulu, HI 96816",Honolulu,Hawaii,United States of America,21.2863666,-157.8428866
19/10/2020,1,Pillar Point,"Johnson Pier, Half Moon Bay, CA 94019",Half Moon Bay,CA,United States of America,37.5027678,-122.484969
25/2/2020,3,Marina Harbor Anchorage,14120 Tahiti Way,Marina Del Rey,CA,United States of America,33.970577,-118.449764
24/5/2019,2,Marina Harbor Anchorage,2 14120 Tahiti Way,Marina Del Rey,CA,United States of America,33.970719,-118.449739
23/5/2019,1,Marina Harbor Anchorage,1 14120 Tahiti Way,Marina Del Rey,CA,United States of America,33.972134,-118.455337
1/1/2019,1,Safe Harbor Marinas,"1450 Harbor Island Dr, San Diego, CA 92101, USA",San Diego,CA,United States of America,32.72601,-117.200855
3/10/2018,1,My Invictus,"Los Angeles County, CA 90292, USA",Los Angeles,CA,United States of America,33.971658,-118.449692
,1,Neptune Marina,14126 Marquesas Way,Marina del Rey,CA,United States of America,33.975916,-118.457635
,1,Safe Harbour- Ballena Isle Marina,"1150 Ballena Blvd Suite 111, Alameda, CA 94501, United States",Alameda,California,United States of America,37.767147,-122.287223
,1,Safe Harbour- Cabrillo Isle Marina,"1450 Harbor Island Dr, San Diego, CA 92101, United States",San Diego,California,United States of America,32.726128,-117.201062
,1,Safe Harbour- Emeryville,"3310 Powell St, Emeryville, CA 94608, United States",Emeryville,California,United States of America,37.838721,-122.314313
,1,Kentmorr Marina,"910 Kentmorr Rd, Stevensville, MD 21666, United States",Stevensville,Maryland,United States of America,38.914966,-76.363034
20/10/2021,1,Port Authority of New South Wales,Towns place Sydney,Sydney,NSW,Australia,-33.856008,151.202845
22/10/2021,1,Taiwan Strait,Taichung Taiwan,Taichung,Taiwan,Taiwan,24.290459,120.520594
22/10/2021,2,Taiwan Strait,Taichung Taiwan,Taichung,Taiwan,Taiwan,24.290706,120.519827
2/2/2022,1,Cres County Port Authority,Lungo mare St. Nicholas Street,Cres,Croatia,Croatia,44.958672,14.407788
22/2/2022,1,"The Docks, Gloucester","Gloucester, United Kingdom",Gloucestershire,,United Kingdom,51.863423,-2.2501187
4/5/2022,1,Philadelphia Pier 3 Marina,"31 N Christopher Columbus Blvd, Philadelphia, PA 19106, United States",Los Angeles,CA,United States,39.9512706,-75.140105
4/5/2022,2,Philadelphia Pier 3 Marina,"Pier 3 Marina - 31 N Christopher Columbus Blvd, Philadelphia, PA 19106, United States",Los Angeles,CA,United States,39.9511616,-75.1400889
4/5/2022,3,Philadelphia Pier 3 Marina,"Pier 3 Marina - 31 N Christopher Columbus Blvd, Philadelphia, PA 19106, United States",Los Angeles,CA,United States,39.9508614,-75.1402251
29/11/2021,1,Newcastle Cruising Yacht Club,"95 Hannell St, Wickham NSW 2293",Newcastle,NSW,Australia,-32.91998,151.76096
14/4/2022,2,Newcastle Cruising Yacht Club,"95 Hannell St, Wickham NSW 2293",Newcastle,NSW,Australia,-32.919985,151.76083
1/3/2021,1,Lady Bee Marina,"Nautilus House, 90-100 Albion St, Brighton BN42 4ED",Brighton,,United Kingdom,50.830833,-0.231333
1/3/2021,1,Nicholson’s Marina,"Nautilus House, 90-100 Albion St, Brighton BN42 4ED",Brighton,,United Kingdom,50.831167,-0.224333
,1,Pier One Walsh Bay,"Dawes Point, New South Wales, Australia",Dawes Point,NSW,Australia,-33.854165,151.2078643
,2,Australian National Maritime Museum,"Sydney, New South Wales, Australia",Sydney,NSW,Australia,-33.86889,151.19918
,3,Australian National Maritime Museum,"Sydney, New South Wales, Australia",Sydney,NSW,Australia,-33.8691951,151.1991133
5/4/2022,1,Sydney Fish Market,"Glebe, New South Wales, Australia",Glebe,NSW,Australia,-33.87522,151.18917
5/12/2021,3,Sydney Fish Market,"Glebe, New South Wales, Australia",Glebe,NSW,Australia,-33.87298,151.1916
6/12/2021,2,Sydney Fish Market (Glebe Rowing Club),"Glebe, New South Wales, Australia",Glebe,NSW,Australia,-33.87382,151.18857
10/4/2022,4,Sydney Fish Market,"Glebe, New South Wales, Australia",Glebe,NSW,Australia,-33.87291,151.19144
10/4/2022,5,Sydney Fish Market,"Glebe, New South Wales, Australia",Glebe,NSW,Australia,-33.87222,151.1907
