Marina Name ,Unit Number ,Data Collector,Date,Month,Year,Hours in Operation (since last empty),Total weight (g),Terrestrial Biomass (land based) (%),Marine Biomass (water based) (%),Bycatch,Microplastic (Pellets) (#),Foam Pieces (#),Plastic Food Wrappers - Soft (#),Food packaging - Hard (#),Plastic Lids (#),Plastic Straws (#),Plastic Bags (#),Plastic Bottles (#),Plastic Utensils (#),Coffee Cups/Paper Cups (#),Plastic Lollipop/Cotton bud sticks (#),Unidentified Plastic Items - Soft (#),Unidentified Plastic Items - Hard (#),Cigarette butts (#),Fishing gear (#),Fishing Line (#),Microfibers (#),Rope >5mm (#),Cans (#),Tape (#),Rubber,Tennis Ball/ Toy Ball (#),Face masks/ Gloves/ PPE (#),Syringes (#),Other
Port Authority of New South Wales,1, James ,24/3/2022,March,2022,24,,100%,0%,0,8,23,1,0,2,0,1,0,0,0,0,23,4,4,0,0,3,0,0,0,0,0,0,0,0
Port Macquarie Marina,1,Meegan Stephens,13/5/2019,May,2019,360,"10,519",NA,NA,,,4,38,,4,1,1,1,1,1,1,,,14,1,,,,0,,,,,,
Port Macquarie Marina,1,Meegan Stephens,10/8/2019,August,2019,504,"50,080",NA,NA,,,4,7,,2,2,1,0,0,2,0,,,3,2,,,,0,,,,,,
Port Macquarie Marina,1,Meegan Stephens,18/8/2019,August,2019,288,"15,250",NA,NA,,,6,9,,2,3,2,2,0,0,0,,,3,1,,,,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,23/5/2020,May,2020,168, NA ,NA,NA,,,27,21,,3,2,0,0,0,0,1,,,15,1,,,,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,30/5/2020,May,2020,168, NA ,NA,NA,"5 shrimps, 3 fish",,38,4,,1,1,0,0,0,1,0,,,6,0,,,,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,6/6/2020,June,2020,168, NA ,NA,NA,45 (shrimp & fish),,9,10,NA,2,0,0,0,1,0,0,NA,NA,6,0,0,0,0,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,13/6/2020,June,2020,168, NA ,NA,NA,"47 (shrimp & fish, 1x rat!)",,51,10,NA,1,0,0,0,0,0,0,NA,NA,10,0,0,0,0,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,21/6/2020,June,2020,168, NA ,NA,NA,"49 (40x shrimp, 8x small fish)",,12,3,NA,0,2,0,0,0,0,0,NA,NA,5,0,0,0,0,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,5/7/2020,July,2020,168, NA ,NA,NA,"14 (11x prawns, 2x fish)",,2,3,NA,0,0,0,0,0,0,0,NA,NA,6,1,NA,0,0,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,8/8/2020,August,2020,360, NA ,NA,NA,,,12,21,NA,5,1,0,3,0,1,1,NA,NA,19,0,NA,0,0,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,12/9/2020,September,2020,168, NA ,NA,NA,,,5,19,NA,6,0,1,0,0,0,1,NA,NA,6,0,NA,0,1,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,20/9/2020,September,2020,192, NA ,NA,NA,2x little fish (1g),,5,45,NA,1,2,0,0,3,0,1,NA,NA,12,3,NA,0,NA,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,26/9/2020,September,2020,168, NA ,NA,NA,"1x prawn, 1x fish (3g)",,9,1,NA,0,0,0,0,1,0,0,NA,NA,1,2,NA,0,NA,1,,,,,,
Port Macquarie Marina,1,Cindi Cambray,10/10/2020,October,2020,192, NA ,NA,NA,4x (little...?),,4,14,NA,1,0,2,0,0,0,0,NA,NA,8,1,NA,0,NA,0,,,,,,
Port Macquarie Marina,1,Cara Gray,16/10/2020,October,2020,168,"1,000",NA,NA,,4,4,8,2,1,0,0,0,0,0,2,2,1,6,0,0,1,0,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,24/10/2020,October,2020,168, NA ,NA,NA,7x small crabs & prawns,,7,5,NA,0,0,1,0,0,1,0,NA,NA,8,1,NA,0,NA,1,,,,,,
Port Macquarie Marina,1,Cara Gray,9/11/2020,November,2020,168,800,NA,NA,1x prawn,10,2,10,4,1,1,0,0,0,0,1,2,1,2,0,0,1,0,0,,,,,,
Port Macquarie Marina,1,Cindi Cambray,6/9/2021,September,2021,144,,,,0,0,4,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0
Porto Cristo ,1,Paola,7/2/2021,February,2021,144,"4,500",0%,0%,,172,6,12,0,1,0,1,1,1,0,1,25,19,5,0,0,0,0,1,,,,,,"1 Mask, 1 Pelota, 1 Toallita, 1 corchos, 1 Esponja Pesada"
Porto Cristo ,1,Paola,8/4/2021,April,2021,168,"10,300",NA,NA,,65,10,4,1,5,1,3,1,1,1,4,21,55,5,1,4,1,,,,,,,,
Porto Cristo ,2,Paola,14/4/2021,April,2021,144,"6,630",NA,NA,,116,,2,,5,1,3,1,1,3,5,25,18,,,,14,1,,,,,,,
Porto Cristo ,1,Paola,23/4/2021,April,2021,192,"5,765",NA,NA,,68,0,3,1,0,0,0,0,0,1,3,3,16,8,0,0,1,0,0,,,,,,
Porto Cristo ,2,Paola,23/4/2021,April,2021,192,"5,350",40%,60%,,105,0,15,1,0,1,5,0,0,1,1,33,12,42,0,0,10,0,0,0,0,0,1,0,
Porto Cristo ,1,Paola,29/4/2021,April,2021,48,"1,640",NA,NA,,32,0,2,0,0,0,0,1,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,
Porto Cristo ,2,Paola,7/5/2021,May,2021,144,"28,000",47%,53%,,560,32,80,0,0,0,6,3,0,4,16,40,80,40,0,0,24,0,0,0,0,0,0,0,
Porto Cristo ,1,Paola,13/5/2021,May,2021,144,"3,395",NA,NA,,132,0,7,0,1,0,1,1,1,0,1,4,7,3,0,0,10,0,0,0,0,0,1,0,
Porto Cristo ,2,Paola,20/5/2021,May,2021,144,"1,500",NA,NA,,616,,5,,5,,2,3,,,104,72,,,80,1,1,,,,,,2,,
Porto Cristo ,2,Paola,25/5/2021,May,2021,144,"12,500",NA,NA,,252,0,6,1,3,1,1,2,0,1,2,102,7,42,0,0,0,0,1,0,0,0,0,,
Porto Cristo ,1,Paola,27/5/2021,May,2021,168,"6,960",NA,NA,,330,430,20,1,,1,,,1,1,1,170,80,90,,,15,,,,,,,,
Porto Cristo ,2,Paola,27/5/2021,May,2021,144,"8,865",NA,NA,,456,24,200,,2,1,,,,32,96,96,88,,,8,,,,,,,,,
Porto Cristo ,1,Paola,3/6/2021,June,2021,144,"4,935",NA,NA,,416,24,24,,,,,,3,2,3,224,72,48,,,32,,1,,,,,,
Porto Cristo ,2,Paola,3/6/2021,June,2021,144,"4,355",NA,NA,,264,24,48,0,2,,,0,0,0,2,184,88,0,0,0,16,0,0,0,0,0,1,,
Porto Cristo ,2,Paola,10/6/2021,June,2021,120,"9,200",NA,NA,,310,24,28,1,2,1,3,1,0,1,2,35,110,24,0,0,18,1,1,0,0,0,0,,
Porto Cristo ,2,Paola,18/6/2021,June,2021,144,"8,500",NA,NA,,228,0,10,1,2,1,1,0,0,0,3,68,72,36,0,0,24,1,0,0,0,0,1,,
Porto Cristo ,1,Paola,18/6/2021,June,2021,144,"10,500",NA,NA,,462,42,6,,3,2,1,2,,1,3,102,150,42,,,24,2,,,,,2,,
Porto Cristo ,1,Paola,25/6/2021,June,2021,144,"11,000",100%,0%,,102,1,3,3,1,,1,1,,1,,28,30,17,,,,,6,,,,,,
Porto Cristo ,2,Paola,2/7/2021,July,2021,144,"3,000",70%,30%,,114,6,6,0,0,0,0,0,0,0,0,36,12,5,1,0,0,0,1,,,,2,,
Porto Cristo ,1,Paola,9/7/2021,July,2021,144,"3,300",NA,NA,,21,2,5,0,0,0,1,1,0,1,3,12,27,12,1,0,7,0,0,,,,,,
Porto Cristo ,2,Paola,9/7/2021,July,2021,144,"3,700",NA,NA,,108,0,3,0,2,1,,1,,,1,14,26,8,,,1,,,,,,,,
Porto Cristo ,1,Paola,27/7/2021,July,2021,144,"3,200",NA,NA,,96,0,3,7,1,1,1,0,0,1,0,54,5,8,1,2,1,0,0,0,0,0,0,,
Porto Cristo ,2,Paola,27/7/2021,July,2021,144,"4,000",NA,NA,,88,2,5,0,1,1,0,6,0,0,0,0,6,7,0,13,0,0,0,0,0,0,0,,
Porto Cristo ,2,Paola,4/8/2021,August,2021,120,"3,500",NA,NA,,45,4,2,,5,1,3,3,1,,3,33,26,23,,,,,2,,,,1,,
Porto Cristo ,1,Paola,4/8/2021,August,2021,120,"4,100",100%,0%,,56,4,4,,1,1,1,211,1,2,3,10,6,15,,,,,2,,,,1,,
Porto Cristo ,1,Paola,12/8/2021,August,2021,144,"3,000",NA,NA,,112,1,3,4,1,2,2,4,3,4,1,0,14,5,0,0,0,0,4,0,0,0,1,0,
Porto Cristo ,2,Paola,12/8/2021,August,2021,144,"6,300",NA,NA,,220,2,3,1,4,3,2,5,1,0,0,49,20,13,0,0,0,1,3,0,0,0,2,0,
Porto Cristo ,2,Paola,20/8/2021,August,2021,144,"3,800",,,,56,,,,1,,5,,3,6,,23,8,26,2,1,,,5,,,,,,
Porto Cristo ,1,Paola,20/8/2021,August,2021,144,"7,100",,,,102,4,2,1,3,3,2,2,7,6,1,29,34,10,1,,,,3,,,,3,,1 X Bot Sistal
Porto Cristo ,2,Paola,20/8/2021,August,2021,144,"4,500",,,,112,4,1,,5,3,1,,,,2,48,34,15,4,,,8,1,,,,,,
Porto Cristo ,1,Paola,20/8/2021,August,2021,144,"3,000",,,,37,,,,,2,,1,2,4,,22,,6,,,,,1,,,1,,,3 X Botellas de cristal
Porto Cristo ,1,Paola,2/9/2021,September,2021,120,"4,950",0%,0%,,73,3,5,6,8,,3,6,1,2,,37,,,1,,,,2,,,,,,! x Botellas Sistal
Porto Cristo ,2,Paola,2/9/2021,September,2021,96,"2,300",0%,0%,,28,6,3,1,2,,1,1,,,1,10,7,15,,,,1,2,,,,,,
Porto Cristo ,1,Paola,9/9/2021,September,2021,120,"5,830",,,0,124,10,2,3,6,3,1,2,3,2,1,10,11,8,0,0,0,1,0,0,0,0,4,0,0
Porto Cristo ,2,Paola,9/9/2021,September,2021,144,"5,600",55%,45%,0,148,0,1,0,7,0,0,0,1,1,3,28,29,10,0,0,4,0,0,0,0,0,0,0,1x buoy; 1x egg
Porto Cristo ,1,Paola,16/9/2021,September,2021,120,"4,890",0%,0%,,76,2,4,3,1,1,2,1,2,2,,27,10,30,,,10,,2,,,,,,
Porto Cristo ,2,Paola,16/9/2021,September,2021,120,"3,000",0%,0%,,40,2,2,3,4,1,,1,,,1,37,10,8,,,3,,3,,,,,,
Porto Cristo ,1,Paola,23/9/2021,September,2021,120,"5,000",,,0,172,6,4,0,1,3,1,1,1,1,12,18,3,0,0,,5,,1,,,,,,1 X Ball
Porto Cristo ,2,Paola,23/9/2021,September,2021,120,"4,700",,,0,324,,4,,4,2,1,2,0,0,1,53,12,34,0,1,6,,,,0,0,2,,
Porto Cristo ,1,Paola,30/9/2021,September,2021,120,"3,850",,0%,,75,5,3,1,5,0,0,4,0,0,0,10,0,10,1,0,0,0,2,,,,,,
Porto Cristo ,2,Paola,30/9/2021,September,2021,120,"4,600",,,0,1728,48,0,0,1,1,2,5,0,0,1,42,39,0,0,0,11,2,1,,,,,,1 X Esponjas
Porto Cristo ,2,Paola,7/10/2021,October,2021,120,"2,000",0%,0%,,126,0,2,1,0,0,1,0,0,0,1,13,9,3,0,0,0,1,0,,,,,,4 Telatrozo
Porto Cristo ,1,Paola,7/10/2021,October,2021,120,"2,800",0%,0%,,134,0,0,3,1,0,1,3,1,1,0,45,8,18,,,,,2,,,,2,,Esponja
Porto Cristo ,1,Paola,19/10/2021,October,2021,96,"3,000",,,,54,2,0,1,2,1,0,2,1,2,0,22,4,10,0,0,0,0,1,,,,,,"2 Botellas Cristal, 7 Tela Trozo"
Porto Cristo ,2,Paola,19/10/2021,October,2021,120,"7,500",0%,0%,0,122,0,5,2,0,0,0,2,0,1,96,14,0,0,0,0,0,1,0,,,,,,"2 Bot sistal, 1 Cepillo, 3 mask, 3 te;a, 1 globo"
Porto Cristo ,2,Paola,19/10/2021,October,2021,24,"7,500",,,0,122,0,5,2,0,0,0,2,0,1,0,96,14,0,0,0,0,1,0,0,0,0,3,0,10
Porto Cristo ,2,Paola,8/4/2021,April,2021,168,"8,500",,,,93,8,25,,3,1,4,,1,,3,,46,21,,,3,,,,,,,,
Porto Cristo ,1,Paola,14/4/2021,April,2021,144,"4,975",,,,129,,13,,,,,,,,3,,20,9,,,,,,,,,,,
Porto Cristo ,2,Paola,29/4/2021,April,2021,120,"6,980",,,,351,,23,1,3,,4,,,1,,47,19,10,,1,15,,,,,,5,,
Porto Cristo ,1,Paola,7/5/2021,May,2021,144,"10,700",,,,296,48,4,1,1,,2,2,,1,,40,24,56,,,8,,,,,,2,,
Porto Cristo ,2,Paola,13/5/2021,May,2021,144,"7,750",,,,184,,16,1,1,,2,2,1,1,,25,10,5,,,7,,,,,,2,,1 x bot.Cristal
Porto Cristo ,1,Paola,10/6/2021,June,2021,120,"10,750",,,,460,130,24,,3,1,2,,,,3,45,90,80,1,,15,2,,,,,,,
Porto Cristo ,2,Paola,25/6/2021,June,2021,144,"12,500",,,,252,,6,1,3,1,1,2,,1,2,102,7,42,,,,,1,,,,3,,
Porto Cristo ,1,Paola,2/7/2021,July,2021,144,"4,500",,,,172,6,12,,1,,1,1,1,,1,25,19,5,2,,,,1,,,1,1,,1 Sponge
Rose Bay,1,Wayne,30/8/2019,August,2019,72,"5,006",NA,NA,,,0,4,,0,0,0,0,0,0,0,,,0,0,,,,0,,,,,,
Rose Bay,1,Wayne,31/8/2019,August,2019,24,"3,009",NA,NA,,,0,12,,0,0,0,1,0,0,2,,,3,0,,,,0,,,,,,
Rose Bay,1,Adam,2/9/2019,September,2019,24,"1,003",NA,NA,,,1,0,,0,1,0,1,0,0,0,,,0,0,,,,0,,,,,,
Rose Bay,1,Adam,6/9/2019,September,2019,24,"3,006",NA,NA,,,0,3,,1,0,0,0,1,0,0,,,1,0,,,,1,,,,,,
Rose Bay,1,Adam,7/9/2019,September,2019,29,"3,206",NA,NA,,,0,12,,0,3,0,4,0,0,0,,,0,0,,,,0,,,,,,
Rose Bay,1,Adam,8/9/2019,September,2019,29,"1,004",NA,NA,,,3,0,,0,0,0,1,0,0,0,,,0,0,,,,1,,,,,,
Rose Bay,1,Adam,9/9/2019,September,2019,29,"1,507",NA,NA,,,0,3,,0,1,0,0,0,1,0,,,1,0,,,,0,,,,,,
Rose Bay,1,Adam,11/9/2019,September,2019,29,"1,300",NA,NA,,,0,1,,0,0,0,0,0,0,0,,,4,0,,,,0,,,,,,
Rose Bay,1,Adam,30/9/2019,September,2019,72,"12,000",NA,NA,,,1,7,,3,2,0,1,0,3,0,,,2,0,,,,0,,,,,,
Rose Bay,1,Adam,1/10/2019,October,2019,24,"2,209",NA,NA,,,1,1,,0,0,1,0,1,0,0,,,0,1,,,,1,,,,,,
Rose Bay,1,Adam,3/10/2019,October,2019,24,"1,314",NA,NA,,,1,0,,1,1,0,0,0,1,0,,,2,1,,,,0,,,,,,
Rose Bay,1,Adam,16/10/2019,October,2019,24,600,NA,NA,,,0,1,,0,1,0,0,0,0,0,,,0,1,,,,0,,,,,,
Rose Bay,1,Adam,21/10/2019,October,2019,72,"4,700",NA,NA,,,2,1,,2,0,1,0,3,2,4,,,0,3,,,,1,,,,,,
Rose Bay,1,Adam,22/10/2019,October,2019,24,"4,200",NA,NA,,,0,2,,1,0,0,2,0,3,0,,,0,1,,,,1,,,,,,
Rose Bay,1,NA,23/10/2019,October,2019,29,"2,200",NA,NA,,,0,2,,1,0,1,0,0,2,0,,,0,2,,,,1,,,,,,
Rose Bay,1,Adam,28/10/2019,October,2019,72,"10,502",NA,NA,,,1,3,,4,1,2,0,0,1,0,,,7,2,,,,2,,,,,,
Rose Bay,1,Adam,7/11/2019,November,2019,24,"2,600",NA,NA,,,1,1,,0,2,1,0,0,2,0,,,0,0,,,,2,,,,,,
Rose Bay,1,Adam,8/11/2019,November,2019,24,"2,050",NA,NA,,,0,2,,1,0,0,0,0,0,0,,,3,0,,,,0,,,,,,
Rose Bay,1,Adam,12/11/2019,November,2019,24,300,NA,NA,,,1,2,,0,0,0,0,0,0,0,,,1,0,,,,0,,,,,,
Rose Bay,1,Adam,13/11/2019,November,2019,24,250,NA,NA,,,0,1,,0,1,0,0,0,0,0,,,0,0,,,,0,,,,,,
Rose Bay,1,Adam,14/11/2019,November,2019,24,"1,070",NA,NA,,,0,1,,0,2,0,0,0,0,0,,,3,1,,,,0,,,,,,
Rose Bay,1,Cassie,24/2/2020,February,2020,24, NA ,NA,NA,,257,50,5,0,0,3,0,0,0,0,0,91,234,8,0,3,,0,0,,,,,,
Rose Bay,1,Cassie,9/3/2020,March,2020,24,894,NA,NA,,151,4,5,0,0,0,0,0,0,0,0,87,35,0,0,1,161,0,0,,,,,,
Rose Bay,1,Cassie,25/3/2020,March,2020,24,676,NA,NA,,122,61,8,1,2,2,1,0,0,0,0,100,109,9,0,0,72,0,0,,,,,,
Rose Bay,1,Tom B (PILOT),21/7/2020,July,2020,24,"3,620",10%,90%,2x dead fish (tiny),7,13,8,0,0,1,0,0,0,0,1,14,2,0,0,5,11,0,0,,,,,,
Rose Bay,1,Tom B (PILOT),30/7/2020,July,2020,24,"1,830",40%,60%,,2,17,1,0,1,0,0,0,0,0,0,3,13,1,0,1,0,0,0,,,,,,
Rose Bay,1,Tom B (PILOT),4/8/2020,August,2020,48,"7,220",50%,50%,,4,8,17,0,5,0,0,0,0,0,2,41,54,4,0,0,0,0,0,,,,,,
Rose Bay,1,Mandy,17/8/2020,August,2020,29,"6,000",NA,NA,,0,2,15,0,0,5,1,0,0,0,0,11,6,2,0,0,0,0,0,,,,,,
Rose Bay,1,Mandy,27/8/2020,August,2020,24,"3,000",NA,NA,1x dead fish,25,10,18,0,0,3,1,0,0,0,0,35,1,0,0,0,0,0,0,,,,,,
Rose Bay,1,Mandy,3/9/2020,September,2020,24,"4,000",NA,NA,2x bi-catch,38,3,NA,3,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,
Rose Bay,1,Tom B (PILOT),15/9/2020,September,2020,24,"3,800",50%,50%,,0,1,3,0,1,0,0,0,0,1,1,14,4,8,0,1,3,0,0,,,,,,
Rose Bay,1,Mandy,17/9/2020,September,2020,24,"3,000",NA,NA,,8,2,5,2,0,1,0,0,0,0,0.5,0,10,2,0,0,0,0,1,,,,,,
Rose Bay,1,Mandy,24/9/2020,September,2020,24,"1,000",NA,NA,2x bi-catch,9,4,16,0,1,0,0,0,0,0,0,3,10,1,0,0,1,0,0,,,,,,
Rose Bay,1,Emily S (PILOT),30/9/2020,September,2020,24,"1,420",15%,85%,,10,6,0,0,0,2,0,0,0,0,0,8,6,2,0,0,0,0,0,,,,,,
Rose Bay,1,Emily S (PILOT),6/10/2020,October,2020,96,"15,700",15%,85%,3x dead bait,20,4,6,1,5,4,4,0,0,0,2,19,5,5,1,0,1,0,0,,,,,,
Rose Bay,1,Mandy,15/10/2020,October,2020,24,"2,000",NA,NA,6x bi-catch,19,2,37,1,1,2,0,0,0,0,0,17,21,7,0,0,0,0,3,,,,,,
Rose Bay,1,Phil,27/10/2020,October,2020,29,"2,000",NA,NA,,0,0,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,
Rose Bay,1,Phil,9/11/2020,November,2020,29,350,NA,NA,,19,2,3,0,0,3,0,0,0,0,0,9,5,4,0,1,0,0,0,,,,,,
Rose Bay,1,Mandy,12/11/2020,November,2020,24,"1,000",NA,NA,,6,1,5,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,,,,,,
Rose Bay,1,Mandy,12/11/2020,November,2020,24,"1,000",20%,80%,,6,1,5,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Em S,24/11/2020,November,2020,24,"4,800",30%,70%,,16,8,2,0,1,0,0,0,0,0,0,20,3,0,0,0,3,0,0,0,0,0,1,0,
Rose Bay,1,Phil,16/12/2020,December,2020,24,"1,500",50%,50%,,0,6,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Phil,23/12/2020,December,2020,24,"7,000",50%,50%,,3,4,6,4,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Mandy,24/12/2020,December,2020,24,"1,500",60%,40%,,5,5,9,0,1,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,1,0,0,0,
Rose Bay,1,Mandy,30/12/2020,December,2020,24,"4,000",90%,10%,,1,200,16,0,0,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Em S,5/1/2021,January,2021,24,"14,600",80%,20%,2 dead prawns,0,6,3,2,4,0,1,1,0,2,0,15,2,4,0,1,0,1,0,0,0,0,0,0,
Rose Bay,1,Em S,12/1/2021,January,2021,24,"1,600",85%,15%,,0,15,0,0,4,0,0,0,0,2,0,12,3,5,0,0,0,1,0,2,0,0,1,0,
Rose Bay,1,Em S,2/2/2021,February,2021,24,"4,900",80%,20%,,0,1,3,0,0,2,0,0,0,0,0,9,3,1,0,0,0,0,0,1,0,0,0,0,
Rose Bay,1,Jack,25/2/2021,February,2021,24,"4,600",100%,0%,,1,6,13,0,0,5,0,0,0,1,0,35,7,18,0,0,2,0,0,0,0,0,0,0,
Rose Bay,1,Jack,10/3/2021,March,2021,24,"7,800",30%,70%,,28,8,44,4,4,0,8,0,0,4,0,100,92,0,4,0,16,0,0,40,8,0,0,0,
Rose Bay,1,Jack,16/3/2021,March,2021,24,"3,710",50%,50%,,15,4,1,0,0,0,0,0,0,0,0,4,6,3,0,0,4,0,0,0,3,0,0,0,
Rose Bay,1,Matthias,1/4/2021,April,2021,48,"4,000",80%,20%,,88,5,31,4,1,2,2,1,0,0,0,17,12,2,1,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Matthias,8/4/2021,April,2021,24,"2,000",95%,5%,9 dead bait fish ,11,3,7,0,0,1,0,0,0,0,1,15,16,0,0,0,1,0,0,0,0,0,0,0,
Rose Bay,1,Matthias,15/4/2021,April,2021,24,"8,000",NA,NA,,11,0,72,2,7,4,4,1,0,1,2,53,19,0,2,0,0,2,0,0,0,0,0,0,
Rose Bay,1,Jack ,21/4/2021,April,2021,24,"2,800",10%,90%,,99,1,18,0,1,0,1,0,0,0,0,99,18,1,0,0,36,0,0,1,1,0,0,0,
Rose Bay,1,Matthias,29/4/2021,April,2021,24,"2,000",65%,35%,,5,2,38,2,2,2,1,2,0,0,0,21,34,0,0,0,2,0,0,0,0,0,0,0,
Rose Bay,1,Treen ,30/4/2021,April,2021,24,"4,700",50%,50%,,0,1,150,2,4,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Matthias,6/5/2021,May,2021,24,"4,600",50%,50%,,6,3,30,0,7,2,2,0,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Treen,7/5/2021,May,2021,24,"7,100",90%,10%,,0,0,40,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Jack,11/5/2021,May,2021,24,"7,700",40%,60%,,240,48,64,0,14,4,3,0,3,1,2,128,176,32,0,0,112,1,0,2,5,1,0,0,
Rose Bay,1,Matthias,13/5/2021,May,2021,24,"4,600",95%,5%,,59,6,20,1,0,2,1,0,0,0,2,11,14,1,0,0,1,0,0,0,1,0,0,0,
Rose Bay,1,Treen,14/5/2021,May,2021,24,"4,000",40%,60%,,2,0,37,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Matthias,20/5/2021,May,2021,24,"4,600",NA,NA,,48,4,84,3,2,2,2,0,0,0,0,4,3,0,0,0,1,1,0,0,0,0,0,0,
Rose Bay,1,Treen ,21/5/2021,May,2021,24,"2,000",95%,5%,,0,1,30,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Jack,26/5/2021,May,2021,24,"9,000",50%,50%,,209,9,45,8,12,2,2,0,1,0,1,63,54,27,1,0,54,5,0,1,1,0,0,0,
Rose Bay,1,Matthias,3/6/2021,June,2021,24,"4,000",75%,25%,,0,0,1,0,0,0,0,0,0,0,0,0,40,24,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Treen,4/6/2021,June,2021,24,"7,000",40%,60%,,224,1,40,3,3,1,0,0,0,0,3,40,19,3,1,0,0,0,0,2,1,0,0,0,
Rose Bay,1,Jack,8/6/2021,June,2021,24,"5,300",10%,90%,,144,0,8,0,6,2,0,0,0,0,0,80,64,2,0,0,24,8,0,2,0,0,0,0,
Rose Bay,1,Matthias,10/6/2021,June,2021,24,"4,000",90%,10%,,99,0,154,9,6,0,6,0,0,0,0,133,9,0,0,0,2,1,0,0,0,0,0,0,
Rose Bay,1,Katrina ,11/6/2021,June,2021,24,"5,000",80%,20%,,108,0,300,0,1,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
Rose Bay,1,Jack ,16/6/2021,June,2021,24,"3,000",10%,90%,,68,0,16,1,0,2,0,0,0,0,0,76,16,0,0,0,20,0,0,0,1,0,0,0,
Rose Bay,1,Veronica ,23/6/2021,June,2021,24,"6,000",30%,70%,6 bait fish,378,18,27,13,5,4,0,0,0,0,2,39,25,5,0,0,108,1,0,2,4,0,0,0,
Rose Bay,1,Treen ,25/6/2021,June,2021,24,"7,000",50%,50%,,220,0,256,4,2,2,0,0,0,2,0,0,3,2,0,0,0,0,0,1,0,1,0,0,
Rose Bay,1,Jack,26/9/2021,September,2021,24,"1,080",90%,10%,0,128,8,24,16,16,0,8,0,0,2,2,192,16,8,0,8,16,1,0,0,0,0,0,0,
Rose Bay,1,Jack,30/9/2021,September,2021,24,"3,600",90%,10%,0,15,3,5,1,1,1,0,0,1,0,0,9,9,1,0,0,2,0,0,1,0,0,0,0,
Rose Bay,1,Jack,27/10/2021,October,2021,24,"6,800",20%,80%,0,48,48,24,2,0,0,1,0,0,1,1,96,48,16,0,0,24,0,0,0,2,0,0,0,
Rose Bay,1,Jack ,21/10/2021,October,2021,24,"4,200",30%,70%,1,8,5,1,1,2,1,0,0,0,0,0,12,4,3,0,0,2,0,0,0,0,0,0,0,
Rose Bay,1,Treen ,20/10/2021,October,2021,24,"5,000",40%,60%,2,50,0,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose Bay,1,Jack ,14/10/2021,October,2021,24,"3,100",70%,30%,2,9,2,5,2,0,0,0,0,0,0,0,28,4,2,0,0,4,0,1,1,0,0,0,0,0
Rose Bay,1,Jack ,7/10/2021,October,2021,24,"5,600",10%,90%,0,44,16,16,4,8,2,1,0,0,0,0,68,28,8,1,0,8,0,0,8,1,0,1,0,asrro
Rose Bay,1,Jack ,17/11/2021,November,2021,24,"6,300",80%,20%,0,80,40,9,0,4,0,4,0,0,0,0,80,48,1,0,0,16,0,0,1,1,0,0,0,
Rose Bay,1,Jack,23/11/2021,November,2021,24,"9,700",15%,85%,0,12,4,3,2,0,0,1,0,0,0,0,7,9,0,2,0,5,0,0,0,0,0,0,0,0
Rose Bay,1,Matthias,30/11/2021,November,2021,,"1,500",46%,54%,0,30,6,8,0,0,0,4,0,0,0,3,10,3,4,1,0,6,0,0,0,0,0,0,0,0
