Marina Name ,Unit Number ,Data Collector,Date,Month,Year,Hours in Operation (since last empty),Total weight (g),Terrestrial Biomass (land based) (%),Marine Biomass (water based) (%),Bycatch,Microplastic (Pellets) (#),Foam Pieces (#),Plastic Food Wrappers - Soft (#),Food packaging - Hard (#),Plastic Lids (#),Plastic Straws (#),Plastic Bags (#),Plastic Bottles (#),Plastic Utensils (#),Coffee Cups/Paper Cups (#),Plastic Lollipop/Cotton bud sticks (#),Unidentified Plastic Items - Soft (#),Unidentified Plastic Items - Hard (#),Cigarette butts (#),Fishing gear (#),Fishing Line (#),Microfibers (#),Rope >5mm (#),Cans (#),Tape (#),Rubber,Tennis Ball/ Toy Ball (#),Face masks/ Gloves/ PPE (#),Syringes (#),Other
Ala Wai Boat Harbour,1,Fernando,2/1/2019,January,2019,24,"10,000",NA,NA,,2,0,3,2,1,1,2,0,0,1,0,1,0,2,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,2/1/2019,January,2019,24,"7,000",NA,NA,,2,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,28/8/2020,August,2020,25,"10,000",NA,NA,,10,1,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,28/8/2020,August,2020,25,"4,000",NA,NA,,2,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,10/9/2020,September,2020,24,"4,000",NA,NA,,0.5,1,3,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,10/9/2020,September,2020,24,"3,500",NA,NA,,1,0,3,2,1,1,2,1,1,1,0,2,0,0,1,0,1,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,19/9/2020,September,2020,24,"5,000",NA,NA,,3,2,2,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,19/9/2020,September,2020,24,"1,500",100%,0%,,5,1,4,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,
Ala Wai Boat Harbour,1,Fernando,27/9/2020,September,2020,24,"18,000",NA,NA,,10,1,20,2,1,2,3,1,0,0,0,0,1,1,0,0,1,1,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,27/9/2020,September,2020,24,"8,000",NA,NA,,3,2,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,5/10/2020,October,2020,24,"1,000",NA,NA,,1,1,7,0,1,4,2,1,0,0,2,0,0,0,0,0,0,0,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,5/10/2020,October,2020,24,"5,000",NA,NA,,1,2,4,0,1,1,3,1,0,1,2,0,0,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,12/10/2020,October,2020,24,"10,000",NA,NA,,2,1,3,3,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,12/10/2020,October,2020,24,"5,000",NA,NA,,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,20/10/2020,October,2020,24,"8,000",NA,NA,,0,1,5,2,0,1,10,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,20/10/2020,October,2020,24,"7,500",NA,NA,,0,1,2,1,0,1,5,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,28/10/2020,October,2020,15,"8,000",NA,NA,,5,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,28/10/2020,October,2020,15,"3,000",NA,NA,,6,3,2,1,1,1,1,1,0,0,1,0,0,4,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,4/11/2020,November,2020,18,"4,000",NA,NA,,NA,1,3,2,2,1,2,0,0,0,1,0,0,1,0,1,0,1,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,4/11/2020,November,2020,18,"5,000",NA,NA,,NA,1,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,11/11/2020,November,2020,20,"2,000",NA,NA,,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,11/11/2020,November,2020,20,"5,000",NA,NA,,2,1,1,0,0,1,2,0,0,0,1,2,0,3,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,18/11/2020,November,2020,20,"1,500",NA,NA,1x dead fish,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,18/11/2020,November,2020,20,"8,500",NA,NA,,5,4,4,2,0,2,3,0,0,0,2,2,1,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,25/11/2020,November,2020,20,"25,000",NA,NA,,0,1,8,5,0,0,4,0,0,1,0,3,1,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,2,Fernando,25/11/2020,November,2020,20,"11,000",NA,NA,,1,1,1,1,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,31/1/2021,January,2021,24,"7,000",NA,NA,,2,1,4,1,,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,
Ala Wai Boat Harbour,1,Fernando,31/1/2021,January,2021,24,"7,000",90%,10%,dead mouse,2,1,4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1,Fernando,6/2/2021,February,2021,24,"22,000",NA,NA,,7,,25,8,2,2,5,1,,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1,
Ala Wai Boat Harbour,1,Fernando,13/2/2021,February,2021,24,"10,000",NA,NA,,3,1,5,2,1,1,2,2,0,1,0,1,2,0,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,13/2/2021,February,2021,24,"10,000",80%,20%,,3,1,5,2,1,1,2,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,
Ala Wai Boat Harbour,2,Fernando,15/3/2021,March,2021,15,"5,000",NA,NA,,3,3,3,1,0,1,0,2,0,0,1,0,2,2,0,0,0,0,2,,,,,,
Ala Wai Boat Harbour,1,Fernando,15/3/2021,March,2021,24,"10,000",80%,20%,,8,,5,2,1,0,4,1,1,0,1,2,1,1,,,,,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,1/4/2021,April,2021,24,"3,000",NA,NA,,2,0,1,2,0,0,1,1,0,1,0,2,1,1,0,0,0,0,0,,,,,,
Ala Wai Boat Harbour,1,Fernando,1/4/2021,April,2021,24,"10,000",90%,10%,,5,1,6,2,0,1,2,0,0,1,1,2,3,1,0,0,0,0,0,,,,1,,
Ala Wai Boat Harbour,2,Fernando,18/5/2021,May,2021,18,"2,000",80%,20%,,2,0,2,0,0,1,2,1,0,0,0,1,1,2,0,0,0,0,2,0,0,0,2,0,
Ala Wai Boat Harbour,1,Fernando,18/5/2021,May,2021,18,"3,000",75%,25%,,2,0,3,0,1,0,3,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,
Ala Wai Boat Harbour,2,Fernando,7/6/2021,June,2021,24,"3,000",100%,0%,,3,,2,1,,,3,,,1,3,1,1,,,,,,1,,,,,,
Ala Wai Boat Harbour,1,Fernando,7/6/2021,June,2021,24,"8,000",100%,0%,,7,,6,3,1,2,3,,,1,1,2,,1,,,,,,,,,1,,
Ala Wai Boat Harbour,1,Fernando,17/6/2021,June,2021,24,"1,000",100%,0%,,,,1,,,,1,,,,,1,,2,,,,,,,,,,,
Ala Wai Boat Harbour,2,Fernando,24/6/2021,June,2021,24,"3,500",100%,0%,,3,1,2,2,,1,2,,,,,1,1,1,,,,,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,24/6/2021,June,2021,24,"1,500",100%,0%,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Ala Wai Boat Harbour,1,Fernando,4/7/2021,July,2021,24,"1,000",100%,0%,,0,1,1,,,,1,,,,,1,1,,,,,,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,4/7/2021,July,2021,24,"6,000",100%,0%,,1,,1,,,,1,,,,,,1,,,,,,,,,,,,
Ala Wai Boat Harbour,1,Fernando,11/7/2021,July,2021,24,"5,000",100%,0%,,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ala Wai Boat Harbour,2,Fernando,25/7/2021,July,2021,30,"4,500",90%,10%,,3,3,2,1,0,0,1,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,,
Ala Wai Boat Harbour,1,Fernando,25/7/2021,July,2021,30,"1,200",80%,20%,,1,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Ala Wai Boat Harbour,1,Fernando,1/8/2021,August,2021,30,"2,500",80%,20%,,1,1,4,1,1,0,2,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,1,,
Ala Wai Boat Harbour,2,Fernando,1/8/2021,August,2021,30,"2,500",80%,20%,,1,1,4,1,1,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,,
Ala Wai Boat Harbour,1,Fernando,9/8/2021,August,2021,30,"3,500",100%,0%,,,0,0,9,1,0,0,2,1,0,1,0,2,1,0,0,0,0,1,,0,0,0,,
Ala Wai Boat Harbour,2,Fernando,9/8/2021,August,2021,30,"6,000",100%,0%,,2,1,5,1,0,0,3,1,0,1,0,2,1,1,0,0,0,0,1,,,,,,
Ala Wai Boat Harbour,1,Fernando,16/8/2021,August,2021,24,"2,000",100%,0%,,1,0,1,,,1,1,,,,,1,1,,,,,,2,,,,,,
Ala Wai Boat Harbour,2,Fernando,16/8/2021,August,2021,24,"6,000",100%,0%,,6,,3,,,,2,1,,,,2,2,4,,,,,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,23/8/2021,August,2021,28,"7,000",100%,0%,,2,,5,2,,,2,,,,,1,1,4,,,,,1,,,,,,"Flip flop, 1 X Hydro Plastic bottle"
Ala Wai Boat Harbour,1,Fernando,23/8/2021,August,2021,28,"3,000",100%,0%,,4,,4,1,,2,,,,,,1,2,,,,,,,,,,,,
Ala Wai Boat Harbour,1,Fernando,30/8/2021,August,2021,30,"6,500",100%,0%,,2,3,9,,1,,2,,,,3,2,,,,,,,1,,,,,,1 X Shoe
Ala Wai Boat Harbour,2,Fernando,30/8/2021,August,2021,30,"8,500",100%,0%,,4,2,7,1,,,1,,,2,,2,1,,,,,,1,,,,1,1,1 X Glass bottle
Ala Wai Boat Harbour,2,Fernando,6/9/2021,September,2021,27,"6,500",100%,0%,,1,4,2,2,1,,1,,,,,2,2,,,,,,1,,,,2,,"1 X Basket ball, 1 X Comb"
Ala Wai Boat Harbour,1,Fernando,8/11/2021,November,2021,28,"2,300",100%,,,3,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,8/11/2021,November,2021,28,"5,500",100%,,,3,2,6,1,1,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,
Ala Wai Boat Harbour,1,Fernando,6/9/2021,September,2021,27,"2,000",100%,0%,,,1,2,,,,,1,,1,,,1,,,,,,,,,,,,
Ala Wai Boat Harbour,1,Fernando,13/9/2021,September,2021,29,"8,500",100%,0%,,,10,4,8,1,2,3,4,,,1,1,3,3,4,,,,,1,,,,,"1 X Balloon, 2 Toothbrush, 1 Pen, 1 Hortea"
Ala Wai Boat Harbour,2,Fernando,13/9/2021,September,2021,29,"4,000",100%,0%,,5,7,6,1,2,,2,1,,,1,3,3,3,,,,,,1,,,,1,1 Pen
Ala Wai Boat Harbour,2,Fernando,20/9/2021,September,2021,,"6,000",100%,0%,,4,7,2,,,3,1,,,3,1,,,,2,2,,,1,,,,1,,
Ala Wai Boat Harbour,1,Fernando,20/9/2021,September,2021,,"4,300",100%,0%,,2,1,5,1,1,,2,2,,1,,2,1,1,,,,,1,,,,2,,
Ala Wai Boat Harbour,2,Fernando,27/9/2021,September,2021,28,"7,000",100%,,0,2,0,2,0,1,0,3,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1 Candle
Ala Wai Boat Harbour,1,Fernando,27/9/2021,September,2021,28,"8,000",100%,,0,4,1,14,3,3,0,5,0,0,2,3,6,3,2,0,0,0,0,2,0,0,0,2,0,"Mask PPE, 2 Shoes"
Ala Wai Boat Harbour,1,Fernando,4/10/2021,October,2021,28,"11,000",100%,0%,0,3,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,2,Fernando,4/10/2021,October,2021,28,"11,000",100%,0%,0,3,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1,Fernando,11/10/2021,October,2021,24,"3,500",100%,0%,0,3,0,4,0,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ala Wai Boat Harbour,2,Fernando,11/10/2021,October,2021,24,"5,800",100%,0%,0,2,2,5,1,0,0,1,0,0,0,0,2,1,3,0,0,2,0,0,0,0,0,1,1,0
Ala Wai Boat Harbour,1,Fernando,18/10/2021,October,2021,28,"4,300",100%,0%,,2,1,4,0,0,0,2,0,1,0,0,2,2,1,0,0,0,0,1,,0,0,1,0,0
Ala Wai Boat Harbour,2,Fernando,18/10/2021,October,2021,28,"7,650",100%,0%,,3,0,5,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,,Mask PPE
Ala Wai Boat Harbour,1,Fernando,25/10/2021,October,2021,Na,"1,350",100%,0%,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ala Wai Boat Harbour,2,Fernando,25/10/2021,October,2021,Na,"4,550",100%,0%,0,3,3,3,2,0,2,3,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
Ala Wai Boat Harbour,1,Fernando,1/11/2021,November,2021,30,"1,850",100%,0%,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1 Pen
Ala Wai Boat Harbour,1,Fernando,22/11/2021,November,2021,24,"3,750",100%,,,3,2,3,3,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,2,Fernando,22/11/2021,November,2021,24,"5,350",100%,,,,3,4,7,1,0,1,1,0,0,1,0,2,0,4,0,0,0,1,,,,,,
Ala Wai Boat Harbour,2,Fernando,1/11/2021,November,2021,30,"3,650",100%,0%,0,3,6,2,3,0,0,1,0,0,1,0,3,1,2,0,0,0,0,1,,,,2,,"2 Mask PPE, 1 Sponge, 1 Sude"
Ala Wai Boat Harbour,2,Fernando,30/11/2021,November,2021,30,"6,400",100%,0%,0,3,2,5,3,1,0,2,0,0,1,0,3,2,4,0,0,0,0,1,0,0,0,0,0,Lighter
Ala Wai Boat Harbour,1,Fernando,29/11/2021,November,2021,28,"2,800",100%,,0,6,3,6,1,2,0,1,0,0,0,3,2,2,2,0,0,0,0,1,0,0,0,0,0,Lighter
Ala Wai Boat Harbour,2,Fernando,29/11/2021,November,2021,28,"3,950",100%,,0,3,2,7,1,1,0,3,0,0,1,0,2,3,2,0,0,0,0,1,,,,1,0,
Ala Wai Boat Harbour,2,Fernando,6/12/2021,December,2021,24,"7,500",100%,0%,0,8,6,13,2,1,1,2,1,0,0,0,2,3,14,0,0,0,0,1,0,0,1,0,0,
Ala Wai Boat Harbour,1,Fernando,6/12/2021,December,2021,24,"4,700",100%,0%,0,10,8,11,4,2,0,2,1,0,0,0,2,2,5,0,0,0,0,1,0,0,1,1,1,2 Balloons
Ala Wai Boat Harbour,1,Fernando,13/11/2021,November,2021,30,"6,500",100%,0%,4,3,12,2,1,0,1,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Ala Wai Boat Harbour,2, Fernando ,13/12/2021,December,2021,24,"9,300",100%,0%,0,8,4,10,8,4,0,3,4,0,2,0,3,3,2,0,0,0,0,3,0,0,0,2,0,"2 Glass Bottle, 1 shoe"
Ala Wai Boat Harbour,2, Fernando ,20/12/2021,December,2021,25,"7,500",100%,0%,0,4,6,7,5,2,1,1,0,1,0,1,2,4,2,0,0,0,0,1,0,0,0,0,0,Shoe
Ala Wai Boat Harbour,1, Fernando ,20/12/2021,December,2021,25,"7,400",100%,0%,0,9,2,15,0,0,4,0,0,0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,0,Condom
Ala Wai Boat Harbour,1, Fernando ,27/12/2021,December,2021,26,"9,300",100%,0%,0,6,15,5,2,2,4,0,0,0,0,3,4,3,0,0,0,1,1,0,0,0,0,1,0,1 Balloon
Ala Wai Boat Harbour,1, Fernando ,13/12/2021,December,2021,24,"7,900",100%,0%,0,5,1,4,4,1,0,4,1,0,1,0,3,2,2,0,0,0,0,3,0,0,0,2,0,"Mask PPE, Gloves, 1 Shoe"
Ala Wai Boat Harbour,1, Fernando ,27/12/2021,December,2021,26,"5,900",100%,0%,0,5,1,6,3,0,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernando ,3/1/2022,January,2022,28,"11,600",100%,0%,5,1,4,1,1,2,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,2, Fernando ,3/1/2022,January,2022,28,"7,700",100%,0%,5,2,5,3,0,1,2,0,0,1,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,
Ala Wai Boat Harbour,2, Fernando ,10/1/2022,January,2022,29,"9,500",100%,0%,0,6,2,4,4,2,2,3,0,0,4,0,5,4,2,0,0,0,0,1,0,0,0,4,0,Mask PPE
Ala Wai Boat Harbour,1, Fernando ,10/1/2022,January,2022,29,"7,100",100%,0%,0,3,2,4,0,0,1,3,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,,,
Ala Wai Boat Harbour,2, Fernando ,17/1/2022,January,2022,28,"11,500",100%,0%,0,15,5,7,3,3,0,1,3,0,1,0,3,6,2,0,0,0,0,1,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernando ,17/1/2022,January,2022,28,"10,000",100%,0%,0,12,2,6,4,1,1,2,0,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernando ,24/1/2022,January,2022,23,"8,500",100%,0%,0,10,4,8,4,3,0,3,0,0,1,1,3,4,2,0,0,0,0,2,0,0,0,0,0,Lighters
Ala Wai Boat Harbour,2, Fernando ,24/1/2022,January,2022,23,"5,000",100%,0%,0,5,6,3,0,1,1,2,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,"1 PPE Mask, 1 Ball, 1 Gloves"
Ala Wai Boat Harbour,1, Fernando ,31/1/2022,January,2022,26,"8,000",100%,0%,0,21,10,10,1,0,2,4,0,0,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,2, Fernando ,7/2/2022,February,2022,,"2,900",100%,0%,0,5,1,8,1,0,1,2,0,0,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,"1 Mask, 1 Mask PPE"
Ala Wai Boat Harbour,1, Fernando ,7/2/2022,February,2022,,"4,600",100%,0%,0,10,4,6,2,3,1,1,1,1,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,"1 Tooth brush, 1 Lighter "
Ala Wai Boat Harbour,2, Fernando ,31/1/2022,January,2022,26,"2,100",100%,0%,0,8,2,4,1,0,2,1,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernando ,14/2/2022,February,2022,24,"5,900",100%,0%,0,8,4,3,0,1,2,3,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,2, Fernando ,14/2/2022,February,2022,24,"2,000",100%,0%,0,6,1,2,1,1,2,2,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0
Ala Wai Boat Harbour,1, Fernando ,14/3/2022,March,2022,24,"8,000",100%,0%,0,20,6,26,7,2,2,10,3,0,0,0,5,5,3,5,0,0,0,1,0,0,,,,
Ala Wai Boat Harbour,1, Fernando ,21/2/2022,February,2022,23,"7,500",100%,0%,0,13,4,25,5,2,3,4,1,0,3,0,5,3,5,0,0,1,1,2,0,,,,,"Sudes, 1 Gas tank"
Ala Wai Boat Harbour,2, Fernando ,14/3/2022,March,2022,24,"4,800",100%,0%,0,9,2,8,2,0,0,2,0,0,0,0,2,2,5,0,0,1,,1,,,,,,
Ala Wai Boat Harbour,1, Fernando ,21/3/2022,March,2022,25,"4,500",100%,0%,0,8,5,10,0,1,0,3,2,0,0,0,2,2,3,0,0,0,1,2,0,0,2,,,PPE Mask
Ala Wai Boat Harbour,2, Fernando ,21/3/2022,March,2022,25,"2,100",100%,0%,0,4,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernando ,28/3/2022,March,2022,30,"7,900",100%,0%,0,25,1,25,2,3,1,4,1,0,2,1,2,3,10,0,0,2,0,2,,,,1,,"Mask, PPE, 1 Razor"
Ala Wai Boat Harbour,2, Fernando ,28/3/2022,March,2022,30,"6,000",100%,0%,0,10,2,8,2,1,2,3,2,0,0,0,1,2,4,0,0,0,1,1,,,,"PPE, Mask",,
Ala Wai Boat Harbour,1, Fernando ,4/4/2022,April,2022,25,"4,800",100%,0%,0,5,0,10,3,3,0,3,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,,
Ala Wai Boat Harbour,2, Fernando ,4/4/2022,April,2022,25,"4,500",100%,0%,0,6,2,6,1,0,0,2,0,0,0,0,1,1,2,0,0,0,0,1,,,,,,Glass bottle
Ala Wai Boat Harbour,2, Fernando ,11/4/2022,April,2022,22,"3,500",100%,0%,0,4,3,3,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernando ,11/4/2022,April,2022,22,"4,000",100%,0%,0,5,1,18,0,0,0,5,2,0,0,0,2,1,3,0,0,0,0,3,,,,,,1 Diaper
Ala Wai Boat Harbour,2, Fernando ,18/4/2022,April,2022,24,"3,600",100%,0%,0,4,1,3,1,0,1,2,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernando ,18/4/2022,April,2022,24,"7,500",100%,0%,0,20,4,25,3,2,2,7,1,0,1,0,1,4,1,0,0,1,0,1,0,0,0,0,0,"1 PPE Mask,  1 Ball"
Ala Wai Boat Harbour,1, Fernando ,25/4/2022,April,2022,,"8,900",100%,0%,0,10,2,25,2,1,1,5,0,0,0,0,3,2,2,0,0,1,0,2,,,,,,PPE Mask
Ala Wai Boat Harbour,2, Fernando ,25/4/2022,April,2022,,"4,000",100%,0%,0,5,1,5,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,
Ala Wai Boat Harbour,1, Fernandon ,16/5/2022,May,2022,30,"8,200",100%,0%,0,5,1,15,1,1,1,1,0,0,0,0,2,1,2,0,0,1,0,0,,,,,,
Ala Wai Boat Harbour,2, Fernandon ,16/5/2022,May,2022,30,"10,100",100%,0%,0,10,2,11,2,1,1,5,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,"PPE Mask, 2 Condoms, 2 piews, 1 tennis ball "
Australian National Maritime Museum ,1,Tom B (PILOT),15/7/2020,July,2020,24,"6,400",90%,10%,,3,5,5,1,1,2,0,0,1,0,0,14,5,10,0,0,4,0,0,,,,,,
Australian National Maritime Museum ,1,Tom B (PILOT),28/7/2020,July,2020,24,"3,200",15%,85%,,2,1,3,0,1,1,0,0,0,0,0,4,2,2,0,0,1,2,0,,,,,,
Australian National Maritime Museum ,1,Tom B (PILOT),5/8/2020,August,2020,24,900,70%,30%,,1,2,3,0,1,1,0,0,0,0,1,10,9,4,0,0,4,0,0,,,,,,
Australian National Maritime Museum ,1,Tom B (PILOT),26/8/2020,August,2020,24,"1,520",90%,10%,,1,11,3,0,2,2,0,0,0,0,0,10,9,0,0,0,0,0,0,,,,,,
Australian National Maritime Museum ,1,Tom B (PILOT),9/9/2020,September,2020,24,"1,400",10%,90%,7x dead tiny bait fish,0,12,4,0,0,1,0,0,0,1,1,24,5,7,0,0,7,0,0,,,,,,
Australian National Maritime Museum ,1,Emily S (PILOT),24/9/2020,September,2020,24,"13,300",10%,90%,,25,6,7,3,15,4,0,0,0,0,1,41,14,11,0,0,0,1,0,,,,,,
Australian National Maritime Museum ,1,Emily S (PILOT),30/9/2020,September,2020,24,"2,100",15%,85%," 1x live jelly, 2x small dead bait fish, 1x eaten dead fish",13,10,5,0,0,0,2,0,0,0,0,13,0,4,0,0,0,0,0,,,,,,
Australian National Maritime Museum ,1,Emily S (PILOT),8/10/2020,October,2020,24,"3,600",85%,15%,2x small dead bait fish,18,7,4,1,4,3,1,0,3,1,4,10,4,4,0,0,1,0,0,,,,,,
Australian National Maritime Museum ,1,Emily S (PILOT),22/10/2020,October,2020,24,"2,800",15%,85%,"2x live jellies, 1x dead bait fish",10,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,
Australian National Maritime Museum ,1,Em S,29/10/2020,October,2020,24,"14,800",35%,65%,,5,84,24,1,14,8,4,0,0,2,5,65,8,47,0,0,0,0,0,0,0,0,2,0,
Australian National Maritime Museum ,1,Em S,3/11/2020,November,2020,24,"3,100",25%,75%,,16,71,3,2,0,2,0,0,0,0,0,7,2,7,0,0,5,0,1,0,0,0,0,0,
Australian National Maritime Museum ,1,Em S,11/11/2020,November,2020,24,"2,100",20%,80%,,2,7,2,1,1,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1,Em S,17/11/2020,November,2020,24,"4,300",10%,90%,,0,17,3,1,2,3,3,0,0,0,0,21,3,3,0,0,0,0,0,2,0,0,0,0,
Australian National Maritime Museum ,1,Em S,24/11/2020,November,2020,24,"3,420",20%,80%,,9,7,4,1,0,1,0,0,3,0,0,18,9,2,0,0,0,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1,Em S,8/12/2020,December,2020,24,"3,100",50%,50%,,9,9,15,1,3,8,1,0,0,1,1,56,12,18,0,0,0,0,0,2,0,0,1,0,
Australian National Maritime Museum ,1,Em S,10/12/2020,December,2020,24,"2,700",50%,50%,,3,4,9,1,5,4,2,0,1,2,0,11,0,2,0,0,0,0,0,3,0,0,1,0,
Australian National Maritime Museum ,1,Em S,5/1/2021,January,2021,24,"3,290",80%,20%,,0,2,0,2,0,1,2,0,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,0,
Australian National Maritime Museum ,1,Em S,19/1/2021,January,2021,24,"3,900",90%,10%,,0,5,4,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1,Jack/ Em,25/2/2021,February,2021,24,"5,100",90%,10%,,10,13,9,0,0,0,0,0,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1,Jack,10/3/2021,March,2021,24,"6,000",60%,40%,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,
